rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2133,1300,Technology,Eduard Kucera,"70,0",Czech Republic,Prague,Software,Technology,Czech Republic,nan,True,D,M,1/11/1953 0:00,Kucera,Eduard,nan,4/4/2023 5:01,nan,nan,"1953,0","1,0","11,0","116,48","2,8",246.489.245.495 ,"64,1","100,7","79,0","14,9","46,1","10669709,0","49,817492","15,472962"
2133,1300,Finance & Investments,Kristo Käärmann,"42,0",United Kingdom,London,Payments. banking,Finance & Investments,Estonia,Wise,True,U,M,9/1/1980 0:00,Käärmann,Kristo,Cofounder,4/4/2023 5:01,nan,nan,"1980,0","9,0","1,0","119,62","1,7",2.827.113.184.696 ,"60,0","101,2","81,3","25,5","30,6","66834405,0","55,378051","-3,435973"
2133,1300,Fashion & Retail,Gary Lauder,"60,0",United States,Atherton,Estée Lauder,Fashion & Retail,United States,nan,False,D,M,5/5/1962 0:00,Lauder,Gary,nan,4/4/2023 5:01,California,West,"1962,0","5,0","5,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Technology,Lee Hae-jin,"55,0",South Korea,Seoul,Internet,Technology,South Korea,"NAVER Corp,",True,D,M,6/22/1967 0:00,Lee,Hae-jin,nan,4/4/2023 5:01,nan,nan,"1967,0","6,0","22,0","115,16","0,4",2.029.000.000.000 ,"94,3","98,1","82,6","15,6","33,2","51709098,0","35,907757","127,766922"
2133,1300,Diversified,Art Levinson,"73,0",United States,Hillsborough,Genentech. Apple,Diversified,United States,nan,True,D,M,3/31/1950 0:00,Levinson,Art,nan,4/4/2023 5:01,California,West,"1950,0","3,0","31,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Food & Beverage,Li Denghai,"73,0",China,Laizhou,Seed production,Food & Beverage,China,nan,True,D,M,9/1/1949 0:00,Li,Denghai,nan,4/4/2023 5:01,nan,nan,"1949,0","9,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Diversified,Fengluan Li,"61,0",China,Ruzhou,Steel. diversified,Diversified,China,nan,True,E,F,1/1/1962 0:00,Li,Fengluan,nan,4/4/2023 5:01,nan,nan,"1962,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Manufacturing,Li Yongqing,"58,0",China,Hangzhou,Petro Firbe,Manufacturing,China,nan,True,D,M,6/30/1964 0:00,Li,Yongqing,nan,4/4/2023 5:01,nan,nan,"1964,0","6,0","30,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Manufacturing,Li Zhigang,"46,0",China,Wuhan,Machinery,Manufacturing,China,nan,True,D,M,6/1/1976 0:00,Li,Zhigang,nan,4/4/2023 5:01,nan,nan,"1976,0","6,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Healthcare,Liu Gexin & family,"71,0",China,Chengdu,Pharmaceuticals,Healthcare,China,nan,True,R,M,5/12/1951 0:00,Liu,Gexin,nan,4/4/2023 5:01,nan,nan,"1951,0","5,0","12,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Food & Beverage,Itamar Locks & family,"68,0",Brazil,Rondonopolis,Agribusiness,Food & Beverage,Brazil,nan,False,Split Family Fortune,M,1/1/1955 0:00,Locks,Itamar,nan,4/4/2023 5:01,nan,nan,"1955,0","1,0","1,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
2133,1300,Media & Entertainment,Lu Hongyan,"45,0",China,Xiamen,Online games,Media & Entertainment,China,nan,True,U,M,5/31/1977 0:00,Lu,Hongyan,nan,4/4/2023 5:01,nan,nan,"1977,0","5,0","31,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Healthcare,Lv Jianming,"58,0",China,Hangzhou,Medical equipment,Healthcare,Hong Kong,nan,True,D,M,1/1/1965 0:00,Lv,Jianming,nan,4/4/2023 5:01,nan,nan,"1965,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Food & Beverage,Blairo Maggi,"66,0",Brazil,Cuiaba,Agribusiness,Food & Beverage,Brazil,nan,False,Split Family Fortune,M,5/29/1956 0:00,Maggi,Blairo,nan,4/4/2023 5:01,nan,nan,"1956,0","5,0","29,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
2133,1300,Diversified,Yasseen Mansour,"61,0",Egypt,Cairo,Diversified,Diversified,Egypt,nan,True,U,M,8/8/1961 0:00,Mansour,Yasseen,nan,4/4/2023 5:01,nan,nan,"1961,0","8,0","8,0","288,57","9,2",303.175.127.598 ,"35,2","106,3","71,8","12,5","44,4","100388073,0","26,820553","30,802498"
2133,1300,Fashion & Retail,Charlwin Mao,"58,0",China,Shanghai,E-commerce,Fashion & Retail,China,nan,True,D,M,nan,Mao,Charlwin,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Real Estate,George Marcus,"81,0",United States,Los Altos Hills,Real estate,Real Estate,United States,nan,True,D,M,8/15/1941 0:00,Marcus,George,nan,4/4/2023 5:01,California,West,"1941,0","8,0","15,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Healthcare,Yves-Loic Martin,"57,0",France,Nantes,Laboratory services,Healthcare,France,nan,True,D,M,1/1/1966 0:00,Martin,Yves-Loic,nan,4/4/2023 5:01,nan,nan,"1966,0","1,0","1,0","110,05","1,1",2.715.518.274.227 ,"65,6","102,5","82,5","24,2","60,7","67059887,0","46,227638","2,213749"
2133,1300,Finance & Investments,Carsten Maschmeyer,"63,0",Germany,Munich,Finance services,Finance & Investments,Germany,nan,True,U,M,5/8/1959 0:00,Maschmeyer,Carsten,nan,4/4/2023 5:01,nan,nan,"1959,0","5,0","8,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
2133,1300,Finance & Investments,Lillian Teh Li Ming,"65,14019417475728",nan,nan,Banking,Finance & Investments,Malaysia,nan,False,N,F,nan,Ming,Lillian Teh Li,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"127,75520358306188","4,364169381107492",nan,"67,22567127746136","102,8585197234648","78,12282343368594","12,546235246235245","43,963344182262006","510205317,8392569",nan,nan
2133,1300,Logistics,Martin Moller Nielsen,"58,0",Switzerland,Lugano,Aircraft leasing,Logistics,Denmark,nan,True,E,M,8/1/1964 0:00,Moller Nielsen,Martin,nan,4/4/2023 5:01,nan,nan,"1964,0","8,0","1,0","99,55","0,4",703.082.435.360 ,"59,6","105,2","83,6","10,1","28,8","8574832,0","46,818188","8,227512"
2133,1300,Finance & Investments,Jahm Najafi,"60,0",United States,Paradise Valley,Investments,Finance & Investments,United States,nan,True,N,M,3/19/1963 0:00,Najafi,Jahm,nan,4/4/2023 5:01,Arizona,West,"1963,0","3,0","19,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Finance & Investments,Randal Nardone,"67,0",United States,New York,Investments. energy,Finance & Investments,United States,nan,True,E,M,6/22/1955 0:00,Nardone,Randal,nan,4/4/2023 5:01,New York,Northeast,"1955,0","6,0","22,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Food & Beverage,Nguyen Dang Quang,"59,0",Vietnam,Ho Chi Minh City,Consumer products. banking,Food & Beverage,Vietnam,nan,True,D,M,8/23/1963 0:00,Nguyen,Dang Quang,nan,4/4/2023 5:01,nan,nan,"1963,0","8,0","23,0","163,52","2,8",261.921.244.843 ,"28,5","110,6","75,3","19,1","37,6","96462106,0","14,058324","108,277199"
2133,1300,Gambling & Casinos,Kazuo Okada,"80,0",Japan,Tokyo,Casinos,Gambling & Casinos,Japan,nan,True,D,M,10/3/1942 0:00,Okada,Kazuo,nan,4/4/2023 5:01,nan,nan,"1942,0","10,0","3,0","105,48","0,5",5.081.769.542.380 ,"63,2","98,8","84,2","11,9","46,7","126226568,0","36,204824","138,252924"
2133,1300,Healthcare,John Oyler,"55,0",United States,nan,Biotech,Healthcare,United States,nan,True,U,M,4/3/1968 0:00,Oyler,John,nan,4/4/2023 5:01,Nevada,West,"1968,0","4,0","3,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Finance & Investments,William Teh Lee Pang,"65,14019417475728",nan,nan,Banking,Finance & Investments,Malaysia,nan,False,N,M,nan,Pang,William Teh Lee,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"127,75520358306188","4,364169381107492",nan,"67,22567127746136","102,8585197234648","78,12282343368594","12,546235246235245","43,963344182262006","510205317,8392569",nan,nan
2133,1300,Manufacturing,George Pedersen & family,"87,0",United States,McLean,Defense contractor,Manufacturing,United States,nan,True,U,M,8/18/1935 0:00,Pedersen,George,nan,4/4/2023 5:01,Virginia,South,"1935,0","8,0","18,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Fashion & Retail,Qu Miranda,"38,0",China,Shanghai,E-commerce,Fashion & Retail,China,nan,True,D,F,1/1/1985 0:00,Qu,Miranda,nan,4/4/2023 5:01,nan,nan,"1985,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Real Estate,Jupally Rameshwar Rao,"67,0",India,Hyderabad,Real estate,Real Estate,India,nan,True,U,M,9/16/1955 0:00,Rameshwar Rao,Jupally,nan,4/4/2023 5:01,nan,nan,"1955,0","9,0","16,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2133,1300,Logistics,"G, M, Rao","72,0",India,Bangalore,Infrastructure,Logistics,India,nan,True,D,M,7/1/1950 0:00,Rao,"G, M,",nan,4/4/2023 5:01,nan,nan,"1950,0","7,0","1,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2133,1300,Healthcare,"P,V, Ramprasad Reddy","65,0",India,Hyderabad,Pharmaceuticals,Healthcare,India,nan,True,D,M,3/30/1958 0:00,Reddy,"P,V, Ramprasad",nan,4/4/2023 5:01,nan,nan,"1958,0","3,0","30,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2133,1300,Healthcare,Satish Reddy,"55,0",India,Hyderabad,Pharmaceuticals,Healthcare,India,nan,False,E,M,6/9/1967 0:00,Reddy,Satish,nan,4/4/2023 5:01,nan,nan,"1967,0","6,0","9,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2133,1300,Fashion & Retail,Fernando Roig,"75,0",Spain,Valencia,Supermarkets,Fashion & Retail,Spain,nan,False,D,M,6/25/1947 0:00,Roig,Fernando,nan,4/4/2023 5:01,nan,nan,"1947,0","6,0","25,0","110,96","0,7",1.394.116.310.769 ,"88,9","102,7","83,3","14,2","47,0","47076781,0","40,463667","-3,74922"
2133,1300,Diversified,Igor Rotenberg,"49,0",Russia,Moscow,Investments. real estate,Diversified,Russia,nan,True,R,M,5/9/1973 0:00,Rotenberg,Igor,nan,4/4/2023 5:01,nan,nan,"1973,0","5,0","9,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
2133,1300,Manufacturing,Seifeddin Rustamov,"60,0",United States,nan,Chemicals,Manufacturing,Russia,nan,True,N,M,6/17/1962 0:00,Rustamov,Seifeddin,nan,4/4/2023 5:01,Virginia,South,"1962,0","6,0","17,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Diversified,Deniz Sahenk,"77,0",Turkey,Istanbul,Diversified,Diversified,Turkey,nan,False,E,F,8/6/1945 0:00,Sahenk,Deniz,nan,4/4/2023 5:01,nan,nan,"1945,0","8,0","6,0","234,44","15,2",754.411.708.203 ,"23,9","93,2","77,4","17,9","42,3","83429615,0","38,963745","35,243322"
2133,1300,Food & Beverage,Nobutada Saji,"77,0",Japan,Tokyo,Beverages,Food & Beverage,Japan,nan,False,U,M,11/25/1945 0:00,Saji,Nobutada,nan,4/4/2023 5:01,nan,nan,"1945,0","11,0","25,0","105,48","0,5",5.081.769.542.380 ,"63,2","98,8","84,2","11,9","46,7","126226568,0","36,204824","138,252924"
2133,1300,Gambling & Casinos,Hajime Satomi,"81,0",Japan,Tokyo,Video games. pachinko,Gambling & Casinos,Japan,nan,True,E,M,1/16/1942 0:00,Satomi,Hajime,nan,4/4/2023 5:01,nan,nan,"1942,0","1,0","16,0","105,48","0,5",5.081.769.542.380 ,"63,2","98,8","84,2","11,9","46,7","126226568,0","36,204824","138,252924"
2133,1300,Technology,James Scapa,"66,0",United States,Atherton,Software,Technology,United States,nan,True,E,M,1/23/1957 0:00,Scapa,James,nan,4/4/2023 5:01,California,West,"1957,0","1,0","23,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Manufacturing,Stephan Schnabel,"48,0",nan,nan,Chemicals,Manufacturing,Germany,nan,False,U,M,1/18/1975 0:00,Schnabel,Stephan,nan,4/4/2023 5:01,nan,nan,"1975,0","1,0","18,0","125,08","2,9",nan,"58,120000000000005","100,52","77,3","9,44","54,67999999999999","1397715000,0",nan,nan
2133,1300,Healthcare,Devi Shetty,"70,0",India,Bangalore,Healthcare,Healthcare,India,nan,True,U,M,1/1/1953 0:00,Shetty,Devi,nan,4/4/2023 5:01,nan,nan,"1953,0","1,0","1,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2133,1300,Diversified,Albert Shigaboutdinov,"70,0",Russia,Kazan,Refinery. chemicals,Diversified,Russia,nan,True,E,M,11/12/1952 0:00,Shigaboutdinov,Albert,nan,4/4/2023 5:01,nan,nan,"1952,0","11,0","12,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
2133,1300,Finance & Investments,Diana Teh Li Shing,"65,14019417475728",nan,nan,Banking,Finance & Investments,Malaysia,nan,False,N,F,nan,Shing,Diana Teh Li,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"127,75520358306188","4,364169381107492",nan,"67,22567127746136","102,8585197234648","78,12282343368594","12,546235246235245","43,963344182262006","510205317,8392569",nan,nan
2133,1300,Food & Beverage,Denis Shtengelov,"50,0",Australia,Gold Coast,Food. retail,Food & Beverage,Russia,nan,True,N,M,5/14/1972 0:00,Shtengelov,Denis,nan,4/4/2023 5:01,nan,nan,"1972,0","5,0","14,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
2133,1300,Manufacturing,Fei Song,"56,0",China,Yantai,Machinery,Manufacturing,China,nan,True,D,M,9/12/1966 0:00,Song,Fei,nan,4/4/2023 5:01,nan,nan,"1966,0","9,0","12,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Sports,Hal Steinbrenner,"54,0",United States,Tampa,Sports,Sports,United States,nan,False,N,M,12/3/1968 0:00,Steinbrenner,Hal,nan,4/4/2023 5:01,Florida,South,"1968,0","12,0","3,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Sports,Jessica Steinbrenner,"59,0",United States,Tampa,Sports,Sports,United States,nan,False,N,F,3/26/1964 0:00,Steinbrenner,Jessica,nan,4/4/2023 5:01,Florida,South,"1964,0","3,0","26,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Sports,Jennifer Steinbrenner Swindal,"63,0",United States,Tampa,Sports,Sports,United States,nan,False,N,F,7/28/1959 0:00,Steinbrenner Swindal,Jennifer,nan,4/4/2023 5:01,Florida,South,"1959,0","7,0","28,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2133,1300,Metals & Mining,Konstantin Strukov & family,"64,0",Russia,Chelyabinsk,Gold. coal mining,Metals & Mining,Russia,nan,True,R,M,9/10/1958 0:00,Strukov,Konstantin,nan,4/4/2023 5:01,nan,nan,"1958,0","9,0","10,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
2133,1300,Energy,Rustem Sulteev,"69,0",Russia,Kazan,Refinery. chemicals,Energy,Russia,nan,True,E,M,1/4/1954 0:00,Sulteev,Rustem,nan,4/4/2023 5:01,nan,nan,"1954,0","1,0","4,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
2133,1300,Food & Beverage,Clemens Toennies,"66,0",Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,nan,True,D,M,5/27/1956 0:00,Toennies,Clemens,nan,4/4/2023 5:01,nan,nan,"1956,0","5,0","27,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
2133,1300,Food & Beverage,Robert Toennies,"44,0",Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,nan,False,D,M,5/29/1978 0:00,Toennies,Robert,nan,4/4/2023 5:01,nan,nan,"1978,0","5,0","29,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
2133,1300,Real Estate,John Van Lieshout,"77,0",Australia,Brisbane,Real estate,Real Estate,Australia,nan,True,D,M,1/12/1946 0:00,Van Lieshout,John,nan,4/4/2023 5:01,nan,nan,"1946,0","1,0","12,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
2133,1300,Healthcare,Pongsak Viddayakorn,"89,0",Thailand,Bangkok,Hospitals,Healthcare,Thailand,nan,True,U,M,3/23/1934 0:00,Viddayakorn,Pongsak,nan,4/4/2023 5:01,nan,nan,"1934,0","3,0","23,0","113,27","0,7",543.649.976.166 ,"49,3","99,8","76,9","14,9","29,5","69625582,0","15,870032","100,992541"
2133,1300,Fashion & Retail,Wang Jianguo,"63,0",China,Nanjing,Retail,Fashion & Retail,China,nan,True,D,M,1/1/1960 0:00,Wang,Jianguo,nan,4/4/2023 5:01,nan,nan,"1960,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Service,Junjin Wang,"54,0",China,Shanghai,Airline,Service,China,nan,True,D,M,12/1/1968 0:00,Wang,Junjin,nan,4/4/2023 5:01,nan,nan,"1968,0","12,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Manufacturing,Wang Mingwang,"55,0",China,Shenzhen,Electronics components,Manufacturing,China,nan,True,D,M,5/2/1967 0:00,Wang,Mingwang,nan,4/4/2023 5:01,nan,nan,"1967,0","5,0","2,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Technology,Wei Lidong & family,"47,0",China,Shanghai,Software,Technology,China,nan,True,D,M,1/1/1976 0:00,Wei,Lidong,nan,4/4/2023 5:01,nan,nan,"1976,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Fashion & Retail,Myron Wentz,"83,0",Cayman Islands,Grand Cayman,Health products,Fashion & Retail,"St, Kitts and Nevis",nan,True,D,M,1/1/1940 0:00,Wentz,Myron,nan,4/4/2023 5:01,nan,nan,"1940,0","1,0","1,0","123,512","3,82",nan,"49,12","105,64","74,26","10,16","50,88","957405910,8",nan,nan
2133,1300,Manufacturing,Wu Xiaoge,"50,0",China,Chengdu,Battery components,Manufacturing,China,nan,True,Split Family Fortune,F,11/1/1972 0:00,Wu,Xiaoge,nan,4/4/2023 5:01,nan,nan,"1972,0","11,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Diversified,Wu Xushun & family,"74,0",China,Wuhu,Internet,Diversified,China,nan,True,D,M,4/28/1948 0:00,Wu,Xushun,nan,4/4/2023 5:01,nan,nan,"1948,0","4,0","28,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Healthcare,Xiong Xiaochuan,"57,0",China,Shenzhen,Medical devices,Healthcare,China,nan,True,N,M,1/1/1966 0:00,Xiong,Xiaochuan,nan,4/4/2023 5:01,nan,nan,"1966,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Technology,Xu Shaochun,"60,0",China,Shenzhen,Software,Technology,China,nan,True,D,M,1/1/1963 0:00,Xu,Shaochun,nan,4/4/2023 5:01,nan,nan,"1963,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Technology,Yan Jane & family,"53,0",China,Beijing,Software,Technology,China,nan,True,U,F,7/19/1969 0:00,Yan,Jane,nan,4/4/2023 5:01,nan,nan,"1969,0","7,0","19,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Manufacturing,Zeng Chaoyi,"54,0",China,Changsha,Aluminum products,Manufacturing,China,nan,True,E,M,4/1/1969 0:00,Zeng,Chaoyi,nan,4/4/2023 5:01,nan,nan,"1969,0","4,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Service,Peng Zhao,"52,0",China,Beijing,Online recruitment,Service,China,nan,True,E,M,1/1/1971 0:00,Zhao,Peng,nan,4/4/2023 5:01,nan,nan,"1971,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2133,1300,Service,Zhao Tongtong,"56,0",Hong Kong,Hong Kong,Hotels,Service,Canada,nan,True,R,F,1/1/1967 0:00,Zhao,Tongtong,nan,4/4/2023 5:01,nan,nan,"1967,0","1,0","1,0","134,64600000000002","4,14",nan,"58,120000000000005","101,16","77,3","9,4","54,68000000000001","1397715000,0",nan,nan
2133,1300,Metals & Mining,Kostyantin Zhevago,"49,0",Ukraine,Kiev,Mining,Metals & Mining,Ukraine,nan,True,E,M,1/7/1974 0:00,Zhevago,Kostyantin,nan,4/4/2023 5:01,nan,nan,"1974,0","1,0","7,0","281,66","7,9",153.781.069.118 ,"82,7","99,0","71,6","20,1","45,2","44385155,0","48,379433","31,16558"
2133,1300,Manufacturing,Zong Yanmin,"58,0",China,Jinan,Semiconductor materials,Manufacturing,China,nan,True,E,M,nan,Zong,Yanmin,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
2259,1200,Finance & Investments,Sanjay Agarwal,"52,0",India,Jaipur,Banking,Finance & Investments,India,nan,True,E,M,9/8/1970 0:00,Agarwal,Sanjay,nan,4/4/2023 5:01,nan,nan,"1970,0","9,0","8,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,"63,0",Qatar,Doha,Investments,Finance & Investments,Qatar,nan,False,E,M,10/1/1959 0:00,Al Thani,Hamad bin Jassim bin Jaber,nan,4/4/2023 5:01,nan,nan,"1959,0","10,0","1,0","115,38","-0,7",183.466.208.791 ,"17,9","103,8","80,1","14,7","11,3","2832067,0","25,354826","51,183884"
2259,1200,Diversified,Joao Alves de Queiroz Filho,"70,0",Brazil,São Paulo,Pharmaceuticals,Diversified,Brazil,nan,True,U,M,1/1/1953 0:00,Alves de Queiroz Filho,Joao,nan,4/4/2023 5:01,nan,nan,"1953,0","1,0","1,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
2259,1200,Metals & Mining,Jose Maria Aristrain,"60,0",Switzerland,Gstaad,Steel,Metals & Mining,Spain,nan,False,E,M,11/2/1962 0:00,Aristrain,Jose Maria,nan,4/4/2023 5:01,nan,nan,"1962,0","11,0","2,0","99,55","0,4",703.082.435.360 ,"59,6","105,2","83,6","10,1","28,8","8574832,0","46,818188","8,227512"
2259,1200,Finance & Investments,Michael Arougheti,"50,0",United States,Nyack,Finance,Finance & Investments,United States,nan,True,N,M,10/10/1972 0:00,Arougheti,Michael,nan,4/4/2023 5:01,New York,Northeast,"1972,0","10,0","10,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Technology,Tope Awotona,"41,0",United States,Atlanta,Software,Technology,United States,Calendly,True,D,M,4/22/1981 0:00,Awotona,Tope,nan,4/4/2023 5:01,Georgia,South,"1981,0","4,0","22,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
2259,1200,Healthcare,Mehmet Aydinlar,"66,0",Turkey,Istanbul,Hospitals,Healthcare,Turkey,nan,True,D,M,7/27/1956 0:00,Aydinlar,Mehmet,nan,4/4/2023 5:01,nan,nan,"1956,0","7,0","27,0","234,44","15,2",754.411.708.203 ,"23,9","93,2","77,4","17,9","42,3","83429615,0","38,963745","35,243322"
2259,1200,Real Estate,Danna Azrieli,"55,0",Israel,Herzliya,Real estate,Real Estate,Israel,nan,False,D,F,6/3/1967 0:00,Azrieli,Danna,nan,4/4/2023 5:01,nan,nan,"1967,0","6,0","3,0","108,15","0,8",395.098.666.122 ,"63,4","104,9","82,8","23,1","25,3","9053300,0","31,046051","34,851612"
